output\result\result-TUW-200959-xstream.xml;"


























";"


























";1,00;1,00;1,00
output\result\result-TUW-201066-xstream.xml;"



";"



";1,00;1,00;1,00
output\result\result-TUW-201160-xstream.xml;"






";"






";1,00;1,00;1,00
output\result\result-TUW-201167-xstream.xml;"





";"





";1,00;1,00;1,00
output\result\result-TUW-201821-xstream.xml;"























";"























";1,00;1,00;1,00
output\result\result-TUW-202034-xstream.xml;"




















";"




















";1,00;1,00;1,00
output\result\result-TUW-202824-xstream.xml;"



";"";none extracted value;,00;0
output\result\result-TUW-203409-xstream.xml;"";"";none extracted value;none expected;NA
output\result\result-TUW-203924-xstream.xml;"





















";"




















";1,00;,95;,98
output\result\result-TUW-204724-xstream.xml;"











";"











";1,00;1,00;1,00
output\result\result-TUW-205557-xstream.xml;"

";"";none extracted value;,00;0
output\result\result-TUW-205933-xstream.xml;"











";"








";1,00;,75;,86
output\result\result-TUW-213513-xstream.xml;"

";"
";1,00;,50;,67
output\result\result-TUW-216744-xstream.xml;"

















";"

















";1,00;1,00;1,00
output\result\result-TUW-217690-xstream.xml;"

";"";none extracted value;,00;0
output\result\result-TUW-217971-xstream.xml;"









";"";none extracted value;,00;0
output\result\result-TUW-221215-xstream.xml;"












































";"";none extracted value;,00;0
output\result\result-TUW-223906-xstream.xml;"




";"




";1,00;1,00;1,00
output\result\result-TUW-223973-xstream.xml;"






















";"






















";1,00;1,00;1,00
output\result\result-TUW-225252-xstream.xml;"





";"





";1,00;1,00;1,00
output\result\result-TUW-226000-xstream.xml;"













";"














";,93;1,00;,97
output\result\result-TUW-226016-xstream.xml;"


























";"


























";1,00;1,00;1,00
output\result\result-TUW-228620-xstream.xml;"












































";"













































";,98;1,00;,99
output\result\result-TUW-231707-xstream.xml;"
";"";none extracted value;,00;0
output\result\result-TUW-233317-xstream.xml;"













";"";none extracted value;,00;0
output\result\result-TUW-233657-xstream.xml;"












";"";none extracted value;,00;0
output\result\result-TUW-236063-xstream.xml;"


";"";none extracted value;,00;0
output\result\result-TUW-236120-xstream.xml;"


















";"


















";1,00;1,00;1,00
output\result\result-TUW-237297-xstream.xml;"








";"
















";,53;1,00;,69
output\result\result-TUW-240858-xstream.xml;"












";"












";1,00;1,00;1,00
output\result\result-TUW-245336-xstream.xml;"






















";"






















";1,00;1,00;1,00
output\result\result-TUW-245799-xstream.xml;"






";"






";1,00;1,00;1,00
output\result\result-TUW-247301-xstream.xml;"






";"






";1,00;1,00;1,00
output\result\result-TUW-247741-xstream.xml;"



















";"



















";1,00;1,00;1,00
output\result\result-TUW-247743-xstream.xml;"




















";"";none extracted value;,00;0
output\result\result-TUW-251544-xstream.xml;"










";"";none extracted value;,00;0
output\result\result-TUW-252847-xstream.xml;"

















";"

















";1,00;1,00;1,00
output\result\result-TUW-255712-xstream.xml;"
























";"
























";1,00;1,00;1,00
output\result\result-TUW-256654-xstream.xml;"

";"

";1,00;1,00;1,00
output\result\result-TUW-257397-xstream.xml;"




























";"";none extracted value;,00;0
output\result\result-TUW-257870-xstream.xml;"


";"


";1,00;1,00;1,00
